"Public health unit","Outcome","Week start date","Week end date","Surveillance period","Surveillance week","Number","Population","Number per 100,000 population"
Algoma Public Health,Influenza hospital bed occupancy (total),29DEC2024,04JAN2025,2024-25,01,1.2857142857,126589,1
Algoma Public Health,Influenza hospital bed occupancy (total),05JAN2025,11JAN2025,2024-25,02,1.2857142857,126589,1
Algoma Public Health,Influenza hospital bed occupancy (total),12JAN2025,18JAN2025,2024-25,03,0.7142857143,126589,0.6
Algoma Public Health,Influenza hospital bed occupancy (total),19JAN2025,25JAN2025,2024-25,04,2.4285714286,126589,1.9
Algoma Public Health,Influenza hospital bed occupancy (total),26JAN2025,01FEB2025,2024-25,05,5,126589,3.9
Algoma Public Health,Influenza hospital bed occupancy (total),02FEB2025,08FEB2025,2024-25,06,9.2857142857,126589,7.3
Algoma Public Health,Influenza hospital bed occupancy (total),09FEB2025,15FEB2025,2024-25,07,8,126589,6.3
Algoma Public Health,Influenza hospital bed occupancy (total),16FEB2025,22FEB2025,2024-25,08,3.4285714286,126589,2.7
Algoma Public Health,Influenza hospital bed occupancy (total),23FEB2025,01MAR2025,2024-25,09,6.1428571429,126589,4.9
Algoma Public Health,Influenza hospital bed occupancy (total),02MAR2025,08MAR2025,2024-25,10,6.1428571429,126589,4.9
Algoma Public Health,Influenza hospital bed occupancy (total),09MAR2025,15MAR2025,2024-25,11,3.2857142857,126589,2.6
Algoma Public Health,Influenza hospital bed occupancy (total),16MAR2025,22MAR2025,2024-25,12,7.5714285714,126589,6
Algoma Public Health,Influenza hospital bed occupancy (total),23MAR2025,29MAR2025,2024-25,13,3.4285714286,126589,2.7
Algoma Public Health,Influenza hospital bed occupancy (total),30MAR2025,05APR2025,2024-25,14,3.7142857143,126589,2.9
Algoma Public Health,Influenza hospital bed occupancy (total),06APR2025,12APR2025,2024-25,15,3.7142857143,126589,2.9
Algoma Public Health,Influenza hospital bed occupancy (total),13APR2025,19APR2025,2024-25,16,1.5714285714,126589,1.2
Algoma Public Health,Influenza hospital bed occupancy (total),20APR2025,26APR2025,2024-25,17,1,126589,0.8
Algoma Public Health,Influenza hospital bed occupancy (total),27APR2025,03MAY2025,2024-25,18,0.5714285714,126589,0.5
Algoma Public Health,Influenza hospital bed occupancy (total),04MAY2025,10MAY2025,2024-25,19,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),11MAY2025,17MAY2025,2024-25,20,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),18MAY2025,24MAY2025,2024-25,21,0.2857142857,126589,0.2
Algoma Public Health,Influenza hospital bed occupancy (total),25MAY2025,31MAY2025,2024-25,22,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),01JUN2025,07JUN2025,2024-25,23,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),08JUN2025,14JUN2025,2024-25,24,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),15JUN2025,21JUN2025,2024-25,25,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),22JUN2025,28JUN2025,2024-25,26,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),29JUN2025,05JUL2025,2024-25,27,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),06JUL2025,12JUL2025,2024-25,28,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),13JUL2025,19JUL2025,2024-25,29,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),20JUL2025,26JUL2025,2024-25,30,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),27JUL2025,02AUG2025,2024-25,31,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),03AUG2025,09AUG2025,2024-25,32,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),10AUG2025,16AUG2025,2024-25,33,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),17AUG2025,23AUG2025,2024-25,34,0,126589,0
Algoma Public Health,Influenza hospital bed occupancy (total),24AUG2025,30AUG2025,2025-26,35,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),31AUG2025,06SEP2025,2025-26,36,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),07SEP2025,13SEP2025,2025-26,37,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),14SEP2025,20SEP2025,2025-26,38,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),21SEP2025,27SEP2025,2025-26,39,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),28SEP2025,04OCT2025,2025-26,40,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),05OCT2025,11OCT2025,2025-26,41,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),12OCT2025,18OCT2025,2025-26,42,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),19OCT2025,25OCT2025,2025-26,43,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),26OCT2025,01NOV2025,2025-26,44,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),02NOV2025,08NOV2025,2025-26,45,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),09NOV2025,15NOV2025,2025-26,46,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),16NOV2025,22NOV2025,2025-26,47,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),23NOV2025,29NOV2025,2025-26,48,0,129995,0
Algoma Public Health,Influenza hospital bed occupancy (total),30NOV2025,06DEC2025,2025-26,49,4,129995,3.1
Algoma Public Health,Influenza hospital bed occupancy (total),07DEC2025,13DEC2025,2025-26,50,11.285714286,129995,8.7
Algoma Public Health,Influenza hospital bed occupancy (total),14DEC2025,20DEC2025,2025-26,51,5.8571428571,129995,4.5
Algoma Public Health,Influenza hospital bed occupancy (total),21DEC2025,27DEC2025,2025-26,52,11,129995,8.5
Algoma Public Health,Influenza hospital bed occupancy (total),28DEC2025,03JAN2026,2025-26,53,15.571428571,129995,12
Algoma Public Health,Influenza hospital bed occupancy (total),04JAN2026,10JAN2026,2025-26,01,5.4285714286,129995,4.2
Algoma Public Health,Influenza hospital bed occupancy (total),11JAN2026,17JAN2026,2025-26,02,3.7142857143,129995,2.9
Algoma Public Health,Influenza hospital bed occupancy (total),18JAN2026,24JAN2026,2025-26,03,1.4285714286,129995,1.1
Algoma Public Health,Influenza hospital bed occupancy (total),25JAN2026,31JAN2026,2025-26,04,1.8571428571,129995,1.4
Algoma Public Health,Influenza hospital bed occupancy (total),01FEB2026,07FEB2026,2025-26,05,0.2857142857,129995,0.2
Algoma Public Health,Influenza hospital bed occupancy (total),08FEB2026,14FEB2026,2025-26,06,0.5714285714,129995,0.4
Algoma Public Health,Influenza hospital bed occupancy (total),15FEB2026,21FEB2026,2025-26,07,0.8571428571,129995,0.7
Algoma Public Health,Influenza hospital bed occupancy (total),22FEB2026,28FEB2026,2025-26,08,1.2857142857,129995,1
Algoma Public Health,Influenza hospital bed occupancy (total),01MAR2026,07MAR2026,2025-26,09,0.4285714286,129995,0.3
