"Public health unit","Outcome","Week start date","Week end date","Surveillance period","Surveillance week","Number","Population","Number per 100,000 population"
Ontario,COVID-19 deaths,07SEP2025,13SEP2025,2025-26,37,3,16411616,0
Ontario,COVID-19 deaths,14SEP2025,20SEP2025,2025-26,38,4,16411616,0
Ontario,COVID-19 deaths,21SEP2025,27SEP2025,2025-26,39,5,16411616,0
Ontario,COVID-19 deaths,28SEP2025,04OCT2025,2025-26,40,2,16411616,0
Ontario,COVID-19 deaths,05OCT2025,11OCT2025,2025-26,41,5,16411616,0
Ontario,COVID-19 deaths,12OCT2025,18OCT2025,2025-26,42,2,16411616,0
Ontario,COVID-19 deaths,19OCT2025,25OCT2025,2025-26,43,4,16411616,0
Ontario,COVID-19 deaths,26OCT2025,01NOV2025,2025-26,44,4,16411616,0
Ontario,COVID-19 deaths,02NOV2025,08NOV2025,2025-26,45,6,16411616,0
Ontario,COVID-19 deaths,09NOV2025,15NOV2025,2025-26,46,7,16411616,0
Ontario,COVID-19 deaths,16NOV2025,22NOV2025,2025-26,47,3,16411616,0
Ontario,COVID-19 deaths,23NOV2025,29NOV2025,2025-26,48,6,16411616,0
Ontario,COVID-19 deaths,30NOV2025,06DEC2025,2025-26,49,6,16411616,0
Ontario,COVID-19 deaths,07DEC2025,13DEC2025,2025-26,50,4,16411616,0
Ontario,COVID-19 deaths,14DEC2025,20DEC2025,2025-26,51,5,16411616,0
Ontario,COVID-19 deaths,21DEC2025,27DEC2025,2025-26,52,3,16411616,0
Ontario,COVID-19 deaths,28DEC2025,03JAN2026,2025-26,53,14,16411616,0.1
Ontario,COVID-19 deaths,04JAN2026,10JAN2026,2025-26,01,5,16411616,0
Ontario,COVID-19 deaths,11JAN2026,17JAN2026,2025-26,02,11,16411616,0.1
Ontario,COVID-19 deaths,18JAN2026,24JAN2026,2025-26,03,5,16411616,0
Ontario,COVID-19 deaths,25JAN2026,31JAN2026,2025-26,04,4,16411616,0
Ontario,COVID-19 deaths,01FEB2026,07FEB2026,2025-26,05,3,16411616,0
Ontario,COVID-19 deaths,08FEB2026,14FEB2026,2025-26,06,6,16411616,0
Ontario,COVID-19 deaths,15FEB2026,21FEB2026,2025-26,07,8,16411616,0
Ontario,COVID-19 deaths,22FEB2026,28FEB2026,2025-26,08,5,16411616,0
Ontario,COVID-19 deaths,01MAR2026,07MAR2026,2025-26,09,3,16411616,0
Ontario,COVID-19 deaths,08MAR2026,14MAR2026,2025-26,10,8,16411616,0
Ontario,COVID-19 deaths,15MAR2026,21MAR2026,2025-26,11,4,16411616,0
Ontario,COVID-19 deaths,22MAR2026,28MAR2026,2025-26,12,11,16411616,0.1
Ontario,COVID-19 deaths,29MAR2026,04APR2026,2025-26,13,5,16411616,0
Ontario,COVID-19 deaths,05APR2026,11APR2026,2025-26,14,3,16411616,0
Ontario,COVID-19 deaths,12APR2026,18APR2026,2025-26,15,4,16411616,0
Ontario,COVID-19 deaths,19APR2026,25APR2026,2025-26,16,0,16411616,0
Ontario,COVID-19 deaths,26APR2026,02MAY2026,2025-26,17,1,16411616,0
Ontario,COVID-19 deaths,03MAY2026,09MAY2026,2025-26,18,0,16411616,0
Ontario,COVID-19 deaths,10MAY2026,16MAY2026,2025-26,19,1,16411616,0
Ontario,COVID-19 deaths,17MAY2026,23MAY2026,2025-26,20,0,16411616,0
Ontario,COVID-19 deaths,24MAY2026,30MAY2026,2025-26,21,0,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),25AUG2024,31AUG2024,2024-25,35,34.142857143,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),01SEP2024,07SEP2024,2024-25,36,30.142857143,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),08SEP2024,14SEP2024,2024-25,37,35,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),15SEP2024,21SEP2024,2024-25,38,33.142857143,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),22SEP2024,28SEP2024,2024-25,39,42.428571429,16124116,0.3
Ontario,COVID-19 hospital ICU bed occupancy (total),29SEP2024,05OCT2024,2024-25,40,43.142857143,16124116,0.3
Ontario,COVID-19 hospital ICU bed occupancy (total),06OCT2024,12OCT2024,2024-25,41,43.714285714,16124116,0.3
Ontario,COVID-19 hospital ICU bed occupancy (total),13OCT2024,19OCT2024,2024-25,42,34.142857143,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),20OCT2024,26OCT2024,2024-25,43,35.428571429,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),27OCT2024,02NOV2024,2024-25,44,43.285714286,16124116,0.3
Ontario,COVID-19 hospital ICU bed occupancy (total),03NOV2024,09NOV2024,2024-25,45,34.285714286,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),10NOV2024,16NOV2024,2024-25,46,38.714285714,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),17NOV2024,23NOV2024,2024-25,47,37,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),24NOV2024,30NOV2024,2024-25,48,35.428571429,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),01DEC2024,07DEC2024,2024-25,49,37.428571429,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),08DEC2024,14DEC2024,2024-25,50,33.142857143,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),15DEC2024,21DEC2024,2024-25,51,37.142857143,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),22DEC2024,28DEC2024,2024-25,52,37.142857143,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),29DEC2024,04JAN2025,2024-25,01,51.142857143,16124116,0.3
Ontario,COVID-19 hospital ICU bed occupancy (total),05JAN2025,11JAN2025,2024-25,02,53.285714286,16124116,0.3
Ontario,COVID-19 hospital ICU bed occupancy (total),12JAN2025,18JAN2025,2024-25,03,43.428571429,16124116,0.3
Ontario,COVID-19 hospital ICU bed occupancy (total),19JAN2025,25JAN2025,2024-25,04,40.714285714,16124116,0.3
Ontario,COVID-19 hospital ICU bed occupancy (total),26JAN2025,01FEB2025,2024-25,05,47.571428571,16124116,0.3
Ontario,COVID-19 hospital ICU bed occupancy (total),02FEB2025,08FEB2025,2024-25,06,36.857142857,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),09FEB2025,15FEB2025,2024-25,07,32,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),16FEB2025,22FEB2025,2024-25,08,37.857142857,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),23FEB2025,01MAR2025,2024-25,09,33.571428571,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),02MAR2025,08MAR2025,2024-25,10,26.428571429,16124116,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),09MAR2025,15MAR2025,2024-25,11,19.857142857,16124116,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),16MAR2025,22MAR2025,2024-25,12,15.142857143,16124116,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),23MAR2025,29MAR2025,2024-25,13,12.857142857,16124116,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),30MAR2025,05APR2025,2024-25,14,10.428571429,16124116,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),06APR2025,12APR2025,2024-25,15,7.1428571429,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),13APR2025,19APR2025,2024-25,16,9.7142857143,16124116,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),20APR2025,26APR2025,2024-25,17,9,16124116,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),27APR2025,03MAY2025,2024-25,18,10.142857143,16124116,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),04MAY2025,10MAY2025,2024-25,19,10.714285714,16124116,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),11MAY2025,17MAY2025,2024-25,20,5.8571428571,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),18MAY2025,24MAY2025,2024-25,21,5,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),25MAY2025,31MAY2025,2024-25,22,7,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),01JUN2025,07JUN2025,2024-25,23,9.2857142857,16124116,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),08JUN2025,14JUN2025,2024-25,24,8.2857142857,16124116,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),15JUN2025,21JUN2025,2024-25,25,7.7142857143,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),22JUN2025,28JUN2025,2024-25,26,6.7142857143,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),29JUN2025,05JUL2025,2024-25,27,5.2857142857,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),06JUL2025,12JUL2025,2024-25,28,4,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),13JUL2025,19JUL2025,2024-25,29,2.4285714286,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),20JUL2025,26JUL2025,2024-25,30,2.7142857143,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),27JUL2025,02AUG2025,2024-25,31,3.5714285714,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),03AUG2025,09AUG2025,2024-25,32,3.1428571429,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),10AUG2025,16AUG2025,2024-25,33,2.5714285714,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),17AUG2025,23AUG2025,2024-25,34,5,16124116,0
Ontario,COVID-19 hospital ICU bed occupancy (total),24AUG2025,30AUG2025,2025-26,35,4.1428571429,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),31AUG2025,06SEP2025,2025-26,36,4.2857142857,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),07SEP2025,13SEP2025,2025-26,37,5,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),14SEP2025,20SEP2025,2025-26,38,6.7142857143,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),21SEP2025,27SEP2025,2025-26,39,9.1428571429,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),28SEP2025,04OCT2025,2025-26,40,7.4285714286,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),05OCT2025,11OCT2025,2025-26,41,8.5714285714,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),12OCT2025,18OCT2025,2025-26,42,4.4285714286,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),19OCT2025,25OCT2025,2025-26,43,6.8571428571,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),26OCT2025,01NOV2025,2025-26,44,4.8571428571,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),02NOV2025,08NOV2025,2025-26,45,6.4285714286,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),09NOV2025,15NOV2025,2025-26,46,10.714285714,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),16NOV2025,22NOV2025,2025-26,47,8.7142857143,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),23NOV2025,29NOV2025,2025-26,48,11.428571429,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),30NOV2025,06DEC2025,2025-26,49,9.5714285714,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),07DEC2025,13DEC2025,2025-26,50,13.428571429,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),14DEC2025,20DEC2025,2025-26,51,17.857142857,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),21DEC2025,27DEC2025,2025-26,52,16.285714286,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),28DEC2025,03JAN2026,2025-26,53,20.428571429,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),04JAN2026,10JAN2026,2025-26,01,26.285714286,16411616,0.2
Ontario,COVID-19 hospital ICU bed occupancy (total),11JAN2026,17JAN2026,2025-26,02,19,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),18JAN2026,24JAN2026,2025-26,03,13.285714286,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),25JAN2026,31JAN2026,2025-26,04,16.285714286,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),01FEB2026,07FEB2026,2025-26,05,16.142857143,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),08FEB2026,14FEB2026,2025-26,06,15.857142857,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),15FEB2026,21FEB2026,2025-26,07,22.857142857,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),22FEB2026,28FEB2026,2025-26,08,18.714285714,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),01MAR2026,07MAR2026,2025-26,09,17.428571429,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),08MAR2026,14MAR2026,2025-26,10,14.571428571,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),15MAR2026,21MAR2026,2025-26,11,17.714285714,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),22MAR2026,28MAR2026,2025-26,12,15.571428571,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),29MAR2026,04APR2026,2025-26,13,12,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),05APR2026,11APR2026,2025-26,14,8.4285714286,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),12APR2026,18APR2026,2025-26,15,7.1428571429,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),19APR2026,25APR2026,2025-26,16,6.7142857143,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),26APR2026,02MAY2026,2025-26,17,8.7142857143,16411616,0.1
Ontario,COVID-19 hospital ICU bed occupancy (total),03MAY2026,09MAY2026,2025-26,18,7.7142857143,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),10MAY2026,16MAY2026,2025-26,19,4.5714285714,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),17MAY2026,23MAY2026,2025-26,20,4.5714285714,16411616,0
Ontario,COVID-19 hospital ICU bed occupancy (total),24MAY2026,30MAY2026,2025-26,21,3,16411616,0
Ontario,COVID-19 hospital admissions,25AUG2024,31AUG2024,2024-25,35,368,16124116,2.3
Ontario,COVID-19 hospital admissions,01SEP2024,07SEP2024,2024-25,36,370,16124116,2.3
Ontario,COVID-19 hospital admissions,08SEP2024,14SEP2024,2024-25,37,385,16124116,2.4
Ontario,COVID-19 hospital admissions,15SEP2024,21SEP2024,2024-25,38,450,16124116,2.8
Ontario,COVID-19 hospital admissions,22SEP2024,28SEP2024,2024-25,39,442,16124116,2.7
Ontario,COVID-19 hospital admissions,29SEP2024,05OCT2024,2024-25,40,436,16124116,2.7
Ontario,COVID-19 hospital admissions,06OCT2024,12OCT2024,2024-25,41,407,16124116,2.5
Ontario,COVID-19 hospital admissions,13OCT2024,19OCT2024,2024-25,42,444,16124116,2.8
Ontario,COVID-19 hospital admissions,20OCT2024,26OCT2024,2024-25,43,465,16124116,2.9
Ontario,COVID-19 hospital admissions,27OCT2024,02NOV2024,2024-25,44,445,16124116,2.8
Ontario,COVID-19 hospital admissions,03NOV2024,09NOV2024,2024-25,45,356,16124116,2.2
Ontario,COVID-19 hospital admissions,10NOV2024,16NOV2024,2024-25,46,294,16124116,1.8
Ontario,COVID-19 hospital admissions,17NOV2024,23NOV2024,2024-25,47,309,16124116,1.9
Ontario,COVID-19 hospital admissions,24NOV2024,30NOV2024,2024-25,48,280,16124116,1.7
Ontario,COVID-19 hospital admissions,01DEC2024,07DEC2024,2024-25,49,316,16124116,2
Ontario,COVID-19 hospital admissions,08DEC2024,14DEC2024,2024-25,50,397,16124116,2.5
Ontario,COVID-19 hospital admissions,15DEC2024,21DEC2024,2024-25,51,390,16124116,2.4
Ontario,COVID-19 hospital admissions,22DEC2024,28DEC2024,2024-25,52,455,16124116,2.8
Ontario,COVID-19 hospital admissions,29DEC2024,04JAN2025,2024-25,01,638,16124116,4
Ontario,COVID-19 hospital admissions,05JAN2025,11JAN2025,2024-25,02,527,16124116,3.3
Ontario,COVID-19 hospital admissions,12JAN2025,18JAN2025,2024-25,03,430,16124116,2.7
Ontario,COVID-19 hospital admissions,19JAN2025,25JAN2025,2024-25,04,310,16124116,1.9
Ontario,COVID-19 hospital admissions,26JAN2025,01FEB2025,2024-25,05,304,16124116,1.9
Ontario,COVID-19 hospital admissions,02FEB2025,08FEB2025,2024-25,06,260,16124116,1.6
Ontario,COVID-19 hospital admissions,09FEB2025,15FEB2025,2024-25,07,257,16124116,1.6
Ontario,COVID-19 hospital admissions,16FEB2025,22FEB2025,2024-25,08,230,16124116,1.4
Ontario,COVID-19 hospital admissions,23FEB2025,01MAR2025,2024-25,09,206,16124116,1.3
Ontario,COVID-19 hospital admissions,02MAR2025,08MAR2025,2024-25,10,147,16124116,0.9
Ontario,COVID-19 hospital admissions,09MAR2025,15MAR2025,2024-25,11,118,16124116,0.7
Ontario,COVID-19 hospital admissions,16MAR2025,22MAR2025,2024-25,12,128,16124116,0.8
Ontario,COVID-19 hospital admissions,23MAR2025,29MAR2025,2024-25,13,81,16124116,0.5
Ontario,COVID-19 hospital admissions,30MAR2025,05APR2025,2024-25,14,75,16124116,0.5
Ontario,COVID-19 hospital admissions,06APR2025,12APR2025,2024-25,15,60,16124116,0.4
Ontario,COVID-19 hospital admissions,13APR2025,19APR2025,2024-25,16,78,16124116,0.5
Ontario,COVID-19 hospital admissions,20APR2025,26APR2025,2024-25,17,58,16124116,0.4
Ontario,COVID-19 hospital admissions,27APR2025,03MAY2025,2024-25,18,54,16124116,0.3
Ontario,COVID-19 hospital admissions,04MAY2025,10MAY2025,2024-25,19,51,16124116,0.3
Ontario,COVID-19 hospital admissions,11MAY2025,17MAY2025,2024-25,20,68,16124116,0.4
Ontario,COVID-19 hospital admissions,18MAY2025,24MAY2025,2024-25,21,43,16124116,0.3
Ontario,COVID-19 hospital admissions,25MAY2025,31MAY2025,2024-25,22,49,16124116,0.3
Ontario,COVID-19 hospital admissions,01JUN2025,07JUN2025,2024-25,23,76,16124116,0.5
Ontario,COVID-19 hospital admissions,08JUN2025,14JUN2025,2024-25,24,54,16124116,0.3
Ontario,COVID-19 hospital admissions,15JUN2025,21JUN2025,2024-25,25,49,16124116,0.3
Ontario,COVID-19 hospital admissions,22JUN2025,28JUN2025,2024-25,26,49,16124116,0.3
Ontario,COVID-19 hospital admissions,29JUN2025,05JUL2025,2024-25,27,39,16124116,0.2
Ontario,COVID-19 hospital admissions,06JUL2025,12JUL2025,2024-25,28,47,16124116,0.3
Ontario,COVID-19 hospital admissions,13JUL2025,19JUL2025,2024-25,29,75,16124116,0.5
Ontario,COVID-19 hospital admissions,20JUL2025,26JUL2025,2024-25,30,44,16124116,0.3
Ontario,COVID-19 hospital admissions,27JUL2025,02AUG2025,2024-25,31,69,16124116,0.4
Ontario,COVID-19 hospital admissions,03AUG2025,09AUG2025,2024-25,32,63,16124116,0.4
Ontario,COVID-19 hospital admissions,10AUG2025,16AUG2025,2024-25,33,71,16124116,0.4
Ontario,COVID-19 hospital admissions,17AUG2025,23AUG2025,2024-25,34,87,16124116,0.5
Ontario,COVID-19 hospital admissions,24AUG2025,30AUG2025,2025-26,35,83,16411616,0.5
Ontario,COVID-19 hospital admissions,31AUG2025,06SEP2025,2025-26,36,119,16411616,0.7
Ontario,COVID-19 hospital admissions,07SEP2025,13SEP2025,2025-26,37,140,16411616,0.9
Ontario,COVID-19 hospital admissions,14SEP2025,20SEP2025,2025-26,38,168,16411616,1
Ontario,COVID-19 hospital admissions,21SEP2025,27SEP2025,2025-26,39,161,16411616,1
Ontario,COVID-19 hospital admissions,28SEP2025,04OCT2025,2025-26,40,123,16411616,0.7
Ontario,COVID-19 hospital admissions,05OCT2025,11OCT2025,2025-26,41,121,16411616,0.7
Ontario,COVID-19 hospital admissions,12OCT2025,18OCT2025,2025-26,42,129,16411616,0.8
Ontario,COVID-19 hospital admissions,19OCT2025,25OCT2025,2025-26,43,95,16411616,0.6
Ontario,COVID-19 hospital admissions,26OCT2025,01NOV2025,2025-26,44,90,16411616,0.5
Ontario,COVID-19 hospital admissions,02NOV2025,08NOV2025,2025-26,45,98,16411616,0.6
Ontario,COVID-19 hospital admissions,09NOV2025,15NOV2025,2025-26,46,116,16411616,0.7
Ontario,COVID-19 hospital admissions,16NOV2025,22NOV2025,2025-26,47,129,16411616,0.8
Ontario,COVID-19 hospital admissions,23NOV2025,29NOV2025,2025-26,48,175,16411616,1.1
Ontario,COVID-19 hospital admissions,30NOV2025,06DEC2025,2025-26,49,166,16411616,1
Ontario,COVID-19 hospital admissions,07DEC2025,13DEC2025,2025-26,50,170,16411616,1
Ontario,COVID-19 hospital admissions,14DEC2025,20DEC2025,2025-26,51,155,16411616,0.9
Ontario,COVID-19 hospital admissions,21DEC2025,27DEC2025,2025-26,52,180,16411616,1.1
Ontario,COVID-19 hospital admissions,28DEC2025,03JAN2026,2025-26,53,257,16411616,1.6
Ontario,COVID-19 hospital admissions,04JAN2026,10JAN2026,2025-26,01,200,16411616,1.2
Ontario,COVID-19 hospital admissions,11JAN2026,17JAN2026,2025-26,02,204,16411616,1.2
Ontario,COVID-19 hospital admissions,18JAN2026,24JAN2026,2025-26,03,174,16411616,1.1
Ontario,COVID-19 hospital admissions,25JAN2026,31JAN2026,2025-26,04,154,16411616,0.9
Ontario,COVID-19 hospital admissions,01FEB2026,07FEB2026,2025-26,05,166,16411616,1
Ontario,COVID-19 hospital admissions,08FEB2026,14FEB2026,2025-26,06,215,16411616,1.3
Ontario,COVID-19 hospital admissions,15FEB2026,21FEB2026,2025-26,07,215,16411616,1.3
Ontario,COVID-19 hospital admissions,22FEB2026,28FEB2026,2025-26,08,190,16411616,1.2
Ontario,COVID-19 hospital admissions,01MAR2026,07MAR2026,2025-26,09,139,16411616,0.8
Ontario,COVID-19 hospital admissions,08MAR2026,14MAR2026,2025-26,10,190,16411616,1.2
Ontario,COVID-19 hospital admissions,15MAR2026,21MAR2026,2025-26,11,141,16411616,0.9
Ontario,COVID-19 hospital admissions,22MAR2026,28MAR2026,2025-26,12,153,16411616,0.9
